subj,trial,map,option1,option2,chosen_object,unchosen_object,chosen_value,unchosen_value,decision
113,54,2,5,8,5,8,2.61214098539182,16.1621192465339,1
113,55,2,3,7,3,7,50.2328997724975,1.88923160081495,1
113,56,2,8,5,8,5,16.1621192465339,2.61214098539182,1
113,57,2,2,11,11,2,100,16.1621192465339,2
113,58,2,1,11,11,1,100,44.4858066222941,2
113,59,2,9,2,2,9,16.1621192465339,19.0043934374881,2
113,60,2,10,3,3,10,50.2328997724975,50.2328997724974,2
113,61,1,4,12,12,4,17.884245506376,14.0261042959477,2
113,62,1,8,1,8,1,43.594028762536,0.759511501145757,1
113,63,1,6,8,8,6,43.594028762536,43.594028762536,2
113,64,1,8,4,8,4,43.594028762536,14.0261042959477,1
113,65,1,6,10,6,10,43.594028762536,4.89356064113839,1
113,66,1,9,2,9,2,70.8751717969681,4.89356064113839,1
113,67,1,6,2,6,2,43.594028762536,4.89356064113839,1
113,68,1,1,3,3,1,11.0002740485006,0.759511501145757,2
113,69,1,7,2,7,2,90.3707077873196,4.89356064113839,1
113,70,1,10,7,7,10,90.3707077873196,4.89356064113839,2
113,71,2,4,7,4,7,1.67308660338568,1.88923160081495,1
113,72,2,8,1,1,8,44.4858066222941,16.1621192465339,2
113,73,2,2,4,2,4,16.1621192465339,1.67308660338568,1
113,74,2,10,9,10,9,50.2328997724974,19.0043934374881,1
113,75,2,8,3,3,8,50.2328997724975,16.1621192465339,2
113,76,2,10,8,10,8,50.2328997724974,16.1621192465339,1
113,77,2,10,5,10,5,50.2328997724974,2.61214098539182,1
113,78,2,7,3,3,7,50.2328997724975,1.88923160081495,2
113,79,2,11,3,11,3,100,50.2328997724975,1
113,80,2,5,2,2,5,16.1621192465339,2.61214098539182,2
113,81,1,6,3,6,3,43.594028762536,11.0002740485006,1
113,82,1,2,9,9,2,70.8751717969681,4.89356064113839,2
113,83,1,8,10,8,10,43.594028762536,4.89356064113839,1
113,84,1,2,6,2,6,4.89356064113839,43.594028762536,1
113,85,1,7,9,7,9,90.3707077873196,70.8751717969681,1
113,86,1,7,10,7,10,90.3707077873196,4.89356064113839,1
113,87,1,2,10,10,2,4.89356064113839,4.89356064113839,2
113,88,1,1,7,7,1,90.3707077873196,0.759511501145757,2
113,89,1,8,1,8,1,43.594028762536,0.759511501145757,1
113,90,1,3,12,12,3,17.884245506376,11.0002740485006,2
113,91,2,11,7,11,7,100,1.88923160081495,1
113,92,2,8,9,8,9,16.1621192465339,19.0043934374881,1
113,93,2,5,4,5,4,2.61214098539182,1.67308660338568,1
113,94,2,1,5,1,5,44.4858066222941,2.61214098539182,1
113,95,2,2,1,1,2,44.4858066222941,16.1621192465339,2
113,96,2,1,11,11,1,100,44.4858066222941,2
113,97,2,5,11,11,5,100,2.61214098539182,2
113,98,2,2,9,2,9,16.1621192465339,19.0043934374881,1
113,99,2,7,4,7,4,1.88923160081495,1.67308660338568,1
113,100,2,11,1,11,1,100,44.4858066222941,1
114,1,2,5,3,5,3,2.61214098539182,50.2328997724975,1
114,2,2,4,2,2,4,16.1621192465339,1.67308660338568,2
114,3,2,3,1,3,1,50.2328997724975,44.4858066222941,1
114,4,2,9,11,9,11,19.0043934374881,100,1
114,5,2,10,1,10,1,50.2328997724974,44.4858066222941,1
114,6,2,8,5,8,5,16.1621192465339,2.61214098539182,1
114,7,2,1,4,1,4,44.4858066222941,1.67308660338568,1
114,8,2,8,11,11,8,100,16.1621192465339,2
114,9,2,10,11,11,10,100,50.2328997724974,2
114,10,2,1,7,1,7,44.4858066222941,1.88923160081495,1
114,11,1,2,6,6,2,43.594028762536,4.89356064113839,2
114,12,1,6,8,8,6,43.594028762536,43.594028762536,2
114,13,1,7,3,3,7,11.0002740485006,90.3707077873196,2
114,14,1,1,2,1,2,0.759511501145757,4.89356064113839,1
114,15,1,6,12,6,12,43.594028762536,17.884245506376,1
114,16,1,9,6,6,9,43.594028762536,70.8751717969681,2
114,17,1,12,2,12,2,17.884245506376,4.89356064113839,1
114,18,1,9,8,8,9,43.594028762536,70.8751717969681,2
114,19,1,6,10,10,6,4.89356064113839,43.594028762536,2
114,20,1,7,10,7,10,90.3707077873196,4.89356064113839,1
114,21,2,9,1,1,9,44.4858066222941,19.0043934374881,2
114,22,2,3,7,3,7,50.2328997724975,1.88923160081495,1
114,23,2,10,11,11,10,100,50.2328997724974,2
114,24,2,7,3,7,3,1.88923160081495,50.2328997724975,1
114,25,2,11,2,11,2,100,16.1621192465339,1
114,26,2,8,9,8,9,16.1621192465339,19.0043934374881,1
114,27,2,5,10,10,5,50.2328997724974,2.61214098539182,2
114,28,2,7,8,8,7,16.1621192465339,1.88923160081495,2
114,29,2,8,7,8,7,16.1621192465339,1.88923160081495,1
114,30,2,7,2,2,7,16.1621192465339,1.88923160081495,2
114,31,1,8,4,8,4,43.594028762536,14.0261042959477,1
114,32,1,4,3,3,4,11.0002740485006,14.0261042959477,2
114,33,1,4,2,2,4,4.89356064113839,14.0261042959477,2
114,34,1,1,8,1,8,0.759511501145757,43.594028762536,1
114,35,1,9,12,9,12,70.8751717969681,17.884245506376,1
114,36,1,12,7,12,7,17.884245506376,90.3707077873196,1
114,37,1,6,10,6,10,43.594028762536,4.89356064113839,1
114,38,1,2,1,2,1,4.89356064113839,0.759511501145757,1
114,39,1,12,1,12,1,17.884245506376,0.759511501145757,1
114,40,1,7,9,9,7,70.8751717969681,90.3707077873196,2
114,41,2,7,3,3,7,50.2328997724975,1.88923160081495,2
114,42,2,3,9,9,3,19.0043934374881,50.2328997724975,2
114,43,2,8,7,7,8,1.88923160081495,16.1621192465339,2
114,44,2,5,3,3,5,50.2328997724975,2.61214098539182,2
114,45,2,11,10,11,10,100,50.2328997724974,1
114,46,2,2,3,2,3,16.1621192465339,50.2328997724975,1
114,47,2,3,2,2,3,16.1621192465339,50.2328997724975,2
114,48,2,9,1,9,1,19.0043934374881,44.4858066222941,1
114,49,2,10,8,8,10,16.1621192465339,50.2328997724974,2
114,50,2,2,1,1,2,44.4858066222941,16.1621192465339,2
114,51,1,4,10,10,4,4.89356064113839,14.0261042959477,2
114,52,1,8,4,4,8,14.0261042959477,43.594028762536,2
114,53,1,9,1,9,1,70.8751717969681,0.759511501145757,1
114,54,1,10,2,2,10,4.89356064113839,4.89356064113839,2
114,55,1,3,4,3,4,11.0002740485006,14.0261042959477,1
114,56,1,6,8,6,8,43.594028762536,43.594028762536,1
114,57,1,12,4,4,12,14.0261042959477,17.884245506376,2
114,58,1,2,1,1,2,0.759511501145757,4.89356064113839,2
114,59,1,3,1,3,1,11.0002740485006,0.759511501145757,1
114,60,1,8,3,8,3,43.594028762536,11.0002740485006,1
114,61,2,2,10,2,10,16.1621192465339,50.2328997724974,1
114,62,2,4,8,4,8,1.67308660338568,16.1621192465339,1
114,63,2,1,9,9,1,19.0043934374881,44.4858066222941,2
114,64,2,11,4,4,11,1.67308660338568,100,2
114,65,2,9,5,9,5,19.0043934374881,2.61214098539182,1
114,66,2,9,8,8,9,16.1621192465339,19.0043934374881,2
114,67,2,2,8,2,8,16.1621192465339,16.1621192465339,1
114,68,2,4,9,4,9,1.67308660338568,19.0043934374881,1
114,69,2,2,10,2,10,16.1621192465339,50.2328997724974,1
114,70,2,10,5,10,5,50.2328997724974,2.61214098539182,1
114,71,1,10,9,9,10,70.8751717969681,4.89356064113839,2
114,72,1,10,4,4,10,14.0261042959477,4.89356064113839,2
114,73,1,2,6,6,2,43.594028762536,4.89356064113839,2
114,74,1,10,12,12,10,17.884245506376,4.89356064113839,2
114,75,1,4,3,3,4,11.0002740485006,14.0261042959477,2
114,76,1,8,12,12,8,17.884245506376,43.594028762536,2
114,77,1,3,7,7,3,90.3707077873196,11.0002740485006,2
114,78,1,1,12,1,12,0.759511501145757,17.884245506376,1
114,79,1,3,10,10,3,4.89356064113839,11.0002740485006,2
114,80,1,1,9,9,1,70.8751717969681,0.759511501145757,2
114,81,2,7,2,7,2,1.88923160081495,16.1621192465339,1
114,82,2,11,4,11,4,100,1.67308660338568,1
114,83,2,3,9,9,3,19.0043934374881,50.2328997724975,2
114,84,2,4,5,4,5,1.67308660338568,2.61214098539182,1
114,85,2,5,4,4,5,1.67308660338568,2.61214098539182,2
114,86,2,1,11,11,1,100,44.4858066222941,2
114,87,2,5,7,7,5,1.88923160081495,2.61214098539182,2
114,88,2,1,4,4,1,1.67308660338568,44.4858066222941,2
114,89,2,11,10,11,10,100,50.2328997724974,1
114,90,2,4,5,4,5,1.67308660338568,2.61214098539182,1
114,91,1,4,8,8,4,43.594028762536,14.0261042959477,2
114,92,1,7,9,7,9,90.3707077873196,70.8751717969681,1
114,93,1,3,9,9,3,70.8751717969681,11.0002740485006,2
114,94,1,2,7,7,2,90.3707077873196,4.89356064113839,2
114,95,1,10,7,7,10,90.3707077873196,4.89356064113839,2
114,96,1,9,7,7,9,90.3707077873196,70.8751717969681,2
114,97,1,1,3,3,1,11.0002740485006,0.759511501145757,2
114,98,1,7,6,7,6,90.3707077873196,43.594028762536,1
114,99,1,12,6,6,12,43.594028762536,17.884245506376,2
114,100,1,8,2,8,2,43.594028762536,4.89356064113839,1
115,1,2,11,4,4,11,1.67308660338568,100,2
115,2,2,7,9,7,9,1.88923160081495,19.0043934374881,1
115,3,2,7,5,5,7,2.61214098539182,1.88923160081495,2
115,4,2,3,7,3,7,50.2328997724975,1.88923160081495,1
115,5,2,7,11,11,7,100,1.88923160081495,2
115,6,2,1,2,1,2,44.4858066222941,16.1621192465339,1
115,7,2,8,2,8,2,16.1621192465339,16.1621192465339,1
115,8,2,2,1,1,2,44.4858066222941,16.1621192465339,2
115,9,2,10,7,10,7,50.2328997724974,1.88923160081495,1
115,10,2,4,11,11,4,100,1.67308660338568,2
115,11,1,4,1,4,1,14.0261042959477,0.759511501145757,1
115,12,1,9,4,9,4,70.8751717969681,14.0261042959477,1
115,13,1,2,10,2,10,4.89356064113839,4.89356064113839,1
115,14,1,7,9,9,7,70.8751717969681,90.3707077873196,2
115,15,1,1,3,3,1,11.0002740485006,0.759511501145757,2
115,16,1,9,1,9,1,70.8751717969681,0.759511501145757,1
115,17,1,4,3,4,3,14.0261042959477,11.0002740485006,1
115,18,1,9,6,6,9,43.594028762536,70.8751717969681,2
115,19,1,9,4,9,4,70.8751717969681,14.0261042959477,1
115,20,1,10,3,10,3,4.89356064113839,11.0002740485006,1
115,21,2,1,3,3,1,50.2328997724975,44.4858066222941,2
115,22,2,7,5,5,7,2.61214098539182,1.88923160081495,2
115,23,2,8,1,1,8,44.4858066222941,16.1621192465339,2
115,24,2,9,8,8,9,16.1621192465339,19.0043934374881,2
115,25,2,5,10,10,5,50.2328997724974,2.61214098539182,2
115,26,2,5,10,10,5,50.2328997724974,2.61214098539182,2
115,27,2,1,4,1,4,44.4858066222941,1.67308660338568,1
115,28,2,3,9,3,9,50.2328997724975,19.0043934374881,1
115,29,2,2,7,2,7,16.1621192465339,1.88923160081495,1
115,30,2,10,2,10,2,50.2328997724974,16.1621192465339,1
115,31,1,7,6,7,6,90.3707077873196,43.594028762536,1
115,32,1,3,2,3,2,11.0002740485006,4.89356064113839,1
115,33,1,2,3,2,3,4.89356064113839,11.0002740485006,1
115,34,1,9,1,9,1,70.8751717969681,0.759511501145757,1
115,35,1,3,8,8,3,43.594028762536,11.0002740485006,2
115,36,1,1,7,7,1,90.3707077873196,0.759511501145757,2
115,37,1,12,2,12,2,17.884245506376,4.89356064113839,1
115,38,1,6,4,6,4,43.594028762536,14.0261042959477,1
115,39,1,12,7,7,12,90.3707077873196,17.884245506376,2
115,40,1,6,2,6,2,43.594028762536,4.89356064113839,1
115,41,2,9,3,3,9,50.2328997724975,19.0043934374881,2
115,42,2,9,7,9,7,19.0043934374881,1.88923160081495,1
115,43,2,10,8,10,8,50.2328997724974,16.1621192465339,1
115,44,2,1,5,1,5,44.4858066222941,2.61214098539182,1
115,45,2,11,9,11,9,100,19.0043934374881,1
115,46,2,9,4,9,4,19.0043934374881,1.67308660338568,1
115,47,2,1,11,11,1,100,44.4858066222941,2
115,48,2,4,3,3,4,50.2328997724975,1.67308660338568,2
115,49,2,8,11,11,8,100,16.1621192465339,2
115,50,2,8,3,3,8,50.2328997724975,16.1621192465339,2
115,51,1,8,4,4,8,14.0261042959477,43.594028762536,2
115,52,1,6,1,6,1,43.594028762536,0.759511501145757,1
115,53,1,8,9,9,8,70.8751717969681,43.594028762536,2
115,54,1,8,10,8,10,43.594028762536,4.89356064113839,1
115,55,1,10,7,7,10,90.3707077873196,4.89356064113839,2
115,56,1,1,7,7,1,90.3707077873196,0.759511501145757,2
115,57,1,2,6,6,2,43.594028762536,4.89356064113839,2
115,58,1,2,8,8,2,43.594028762536,4.89356064113839,2
115,59,1,10,12,12,10,17.884245506376,4.89356064113839,2
115,60,1,1,4,1,4,0.759511501145757,14.0261042959477,1
115,61,2,3,10,3,10,50.2328997724975,50.2328997724974,1
115,62,2,2,5,2,5,16.1621192465339,2.61214098539182,1
115,63,2,4,8,8,4,16.1621192465339,1.67308660338568,2
115,64,2,10,11,11,10,100,50.2328997724974,2
115,65,2,11,10,11,10,100,50.2328997724974,1
115,66,2,10,9,10,9,50.2328997724974,19.0043934374881,1
115,67,2,7,5,5,7,2.61214098539182,1.88923160081495,2
115,68,2,11,1,11,1,100,44.4858066222941,1
115,69,2,3,4,3,4,50.2328997724975,1.67308660338568,1
115,70,2,2,4,2,4,16.1621192465339,1.67308660338568,1
115,71,1,4,12,4,12,14.0261042959477,17.884245506376,1
115,72,1,10,2,10,2,4.89356064113839,4.89356064113839,1
115,73,1,8,9,9,8,70.8751717969681,43.594028762536,2
115,74,1,12,7,7,12,90.3707077873196,17.884245506376,2
115,75,1,3,10,3,10,11.0002740485006,4.89356064113839,1
115,76,1,6,12,6,12,43.594028762536,17.884245506376,1
115,77,1,7,8,7,8,90.3707077873196,43.594028762536,1
115,78,1,4,8,8,4,43.594028762536,14.0261042959477,2
115,79,1,8,6,6,8,43.594028762536,43.594028762536,2
115,80,1,12,2,12,2,17.884245506376,4.89356064113839,1
115,81,2,3,1,3,1,50.2328997724975,44.4858066222941,1
115,82,2,5,7,5,7,2.61214098539182,1.88923160081495,1
115,83,2,5,1,1,5,44.4858066222941,2.61214098539182,2
115,84,2,5,8,8,5,16.1621192465339,2.61214098539182,2
115,85,2,2,10,10,2,50.2328997724974,16.1621192465339,2
115,86,2,8,3,3,8,50.2328997724975,16.1621192465339,2
115,87,2,4,2,2,4,16.1621192465339,1.67308660338568,2
115,88,2,9,2,9,2,19.0043934374881,16.1621192465339,1
115,89,2,4,8,8,4,16.1621192465339,1.67308660338568,2
115,90,2,11,9,11,9,100,19.0043934374881,1
115,91,1,12,6,6,12,43.594028762536,17.884245506376,2
115,92,1,2,10,2,10,4.89356064113839,4.89356064113839,1
115,93,1,4,12,12,4,17.884245506376,14.0261042959477,2
115,94,1,1,3,1,3,0.759511501145757,11.0002740485006,1
115,95,1,10,8,10,8,4.89356064113839,43.594028762536,1
115,96,1,3,9,9,3,70.8751717969681,11.0002740485006,2
115,97,1,7,1,7,1,90.3707077873196,0.759511501145757,1
115,98,1,3,9,9,3,70.8751717969681,11.0002740485006,2
115,99,1,7,10,7,10,90.3707077873196,4.89356064113839,1
115,100,1,6,12,6,12,43.594028762536,17.884245506376,1
116,1,1,8,7,7,8,90.3707077873196,43.594028762536,2
116,2,1,3,10,10,3,4.89356064113839,11.0002740485006,2
116,3,1,7,2,2,7,4.89356064113839,90.3707077873196,2
116,4,1,6,9,9,6,70.8751717969681,43.594028762536,2
116,5,1,8,12,8,12,43.594028762536,17.884245506376,1
116,6,1,6,1,6,1,43.594028762536,0.759511501145757,1
116,7,1,12,6,12,6,17.884245506376,43.594028762536,1
116,8,1,6,1,1,6,0.759511501145757,43.594028762536,2
116,9,1,4,10,4,10,14.0261042959477,4.89356064113839,1
116,10,1,4,10,10,4,4.89356064113839,14.0261042959477,2
116,11,2,4,3,3,4,50.2328997724975,1.67308660338568,2
116,12,2,5,3,5,3,2.61214098539182,50.2328997724975,1
116,13,2,4,10,10,4,50.2328997724974,1.67308660338568,2
116,14,2,7,9,7,9,1.88923160081495,19.0043934374881,1
116,15,2,7,2,2,7,16.1621192465339,1.88923160081495,2
116,16,2,11,4,11,4,100,1.67308660338568,1
116,17,2,1,8,8,1,16.1621192465339,44.4858066222941,2
116,18,2,5,3,3,5,50.2328997724975,2.61214098539182,2
116,19,2,10,4,4,10,1.67308660338568,50.2328997724974,2
116,20,2,9,2,9,2,19.0043934374881,16.1621192465339,1
116,21,1,10,2,2,10,4.89356064113839,4.89356064113839,2
116,22,1,3,12,12,3,17.884245506376,11.0002740485006,2
116,23,1,1,8,1,8,0.759511501145757,43.594028762536,1
116,24,1,6,10,6,10,43.594028762536,4.89356064113839,1
116,25,1,8,4,4,8,14.0261042959477,43.594028762536,2
116,26,1,12,9,9,12,70.8751717969681,17.884245506376,2
116,27,1,3,4,3,4,11.0002740485006,14.0261042959477,1
116,28,1,8,10,8,10,43.594028762536,4.89356064113839,1
116,29,1,7,9,7,9,90.3707077873196,70.8751717969681,1
116,30,1,9,4,4,9,14.0261042959477,70.8751717969681,2
116,31,2,1,11,1,11,44.4858066222941,100,1
116,32,2,8,3,8,3,16.1621192465339,50.2328997724975,1
116,33,2,2,11,11,2,100,16.1621192465339,2
116,34,2,11,1,1,11,44.4858066222941,100,2
116,35,2,8,2,2,8,16.1621192465339,16.1621192465339,2
116,36,2,5,8,5,8,2.61214098539182,16.1621192465339,1
116,37,2,8,9,9,8,19.0043934374881,16.1621192465339,2
116,38,2,3,11,3,11,50.2328997724975,100,1
116,39,2,1,7,7,1,1.88923160081495,44.4858066222941,2
116,40,2,3,2,2,3,16.1621192465339,50.2328997724975,2
116,41,1,4,1,4,1,14.0261042959477,0.759511501145757,1
116,42,1,7,2,2,7,4.89356064113839,90.3707077873196,2
116,43,1,12,6,12,6,17.884245506376,43.594028762536,1
116,44,1,3,9,9,3,70.8751717969681,11.0002740485006,2
116,45,1,7,3,7,3,90.3707077873196,11.0002740485006,1
116,46,1,10,2,10,2,4.89356064113839,4.89356064113839,1
116,47,1,2,3,2,3,4.89356064113839,11.0002740485006,1
116,48,1,1,4,4,1,14.0261042959477,0.759511501145757,2
116,49,1,2,6,6,2,43.594028762536,4.89356064113839,2
116,50,1,2,7,2,7,4.89356064113839,90.3707077873196,1
116,51,2,9,7,9,7,19.0043934374881,1.88923160081495,1
116,52,2,11,5,11,5,100,2.61214098539182,1
116,53,2,8,5,5,8,2.61214098539182,16.1621192465339,2
116,54,2,11,7,7,11,1.88923160081495,100,2
116,55,2,11,9,9,11,19.0043934374881,100,2
116,56,2,7,11,7,11,1.88923160081495,100,1
116,57,2,4,11,4,11,1.67308660338568,100,1
116,58,2,9,1,1,9,44.4858066222941,19.0043934374881,2
116,59,2,7,9,9,7,19.0043934374881,1.88923160081495,2
116,60,2,10,3,3,10,50.2328997724975,50.2328997724974,2
116,61,1,10,12,12,10,17.884245506376,4.89356064113839,2
116,62,1,1,8,8,1,43.594028762536,0.759511501145757,2
116,63,1,7,3,7,3,90.3707077873196,11.0002740485006,1
116,64,1,4,8,4,8,14.0261042959477,43.594028762536,1
116,65,1,9,4,9,4,70.8751717969681,14.0261042959477,1
116,66,1,1,9,9,1,70.8751717969681,0.759511501145757,2
116,67,1,12,7,12,7,17.884245506376,90.3707077873196,1
116,68,1,9,8,8,9,43.594028762536,70.8751717969681,2
116,69,1,8,6,6,8,43.594028762536,43.594028762536,2
116,70,1,12,7,12,7,17.884245506376,90.3707077873196,1
116,71,2,4,10,4,10,1.67308660338568,50.2328997724974,1
116,72,2,5,1,5,1,2.61214098539182,44.4858066222941,1
116,73,2,7,4,7,4,1.88923160081495,1.67308660338568,1
116,74,2,3,8,8,3,16.1621192465339,50.2328997724975,2
116,75,2,9,7,9,7,19.0043934374881,1.88923160081495,1
116,76,2,5,9,5,9,2.61214098539182,19.0043934374881,1
116,77,2,10,8,10,8,50.2328997724974,16.1621192465339,1
116,78,2,1,4,1,4,44.4858066222941,1.67308660338568,1
116,79,2,10,4,4,10,1.67308660338568,50.2328997724974,2
116,80,2,8,5,8,5,16.1621192465339,2.61214098539182,1
116,81,1,10,7,10,7,4.89356064113839,90.3707077873196,1
116,82,1,1,3,3,1,11.0002740485006,0.759511501145757,2
116,83,1,9,1,9,1,70.8751717969681,0.759511501145757,1
116,84,1,6,12,12,6,17.884245506376,43.594028762536,2
116,85,1,9,2,2,9,4.89356064113839,70.8751717969681,2
116,86,1,4,8,8,4,43.594028762536,14.0261042959477,2
116,87,1,3,12,3,12,11.0002740485006,17.884245506376,1
116,88,1,10,6,6,10,43.594028762536,4.89356064113839,2
116,89,1,2,3,2,3,4.89356064113839,11.0002740485006,1
116,90,1,2,1,1,2,0.759511501145757,4.89356064113839,2
116,91,2,3,7,3,7,50.2328997724975,1.88923160081495,1
116,92,2,2,10,2,10,16.1621192465339,50.2328997724974,1
116,93,2,1,5,5,1,2.61214098539182,44.4858066222941,2
116,94,2,10,1,10,1,50.2328997724974,44.4858066222941,1
116,95,2,2,5,5,2,2.61214098539182,16.1621192465339,2
116,96,2,2,10,2,10,16.1621192465339,50.2328997724974,1
116,97,2,9,1,9,1,19.0043934374881,44.4858066222941,1
116,98,2,4,2,4,2,1.67308660338568,16.1621192465339,1
116,99,2,3,8,3,8,50.2328997724975,16.1621192465339,1
116,100,2,2,10,10,2,50.2328997724974,16.1621192465339,2
117,1,1,10,6,10,6,4.89356064113839,43.594028762536,1
117,2,1,1,3,1,3,0.759511501145757,11.0002740485006,1
117,3,1,12,9,9,12,70.8751717969681,17.884245506376,2
117,4,1,2,9,2,9,4.89356064113839,70.8751717969681,1
117,5,1,9,3,3,9,11.0002740485006,70.8751717969681,2
117,6,1,6,4,6,4,43.594028762536,14.0261042959477,1
117,7,1,1,3,1,3,0.759511501145757,11.0002740485006,1
117,8,1,8,10,8,10,43.594028762536,4.89356064113839,1
117,9,1,9,2,2,9,4.89356064113839,70.8751717969681,2
117,10,1,4,12,12,4,17.884245506376,14.0261042959477,2
117,11,2,2,10,10,2,50.2328997724974,16.1621192465339,2
117,12,2,9,2,9,2,19.0043934374881,16.1621192465339,1
117,13,2,4,11,11,4,100,1.67308660338568,2
117,14,2,10,8,8,10,16.1621192465339,50.2328997724974,2
117,15,2,3,5,5,3,2.61214098539182,50.2328997724975,2
117,16,2,7,3,7,3,1.88923160081495,50.2328997724975,1
117,17,2,10,4,4,10,1.67308660338568,50.2328997724974,2
117,18,2,9,1,1,9,44.4858066222941,19.0043934374881,2
117,19,2,10,7,7,10,1.88923160081495,50.2328997724974,2
117,20,2,7,10,10,7,50.2328997724974,1.88923160081495,2
117,21,1,4,12,4,12,14.0261042959477,17.884245506376,1
117,22,1,7,6,6,7,43.594028762536,90.3707077873196,2
117,23,1,12,10,12,10,17.884245506376,4.89356064113839,1
117,24,1,9,7,9,7,70.8751717969681,90.3707077873196,1
117,25,1,3,8,8,3,43.594028762536,11.0002740485006,2
117,26,1,4,8,4,8,14.0261042959477,43.594028762536,1
117,27,1,10,1,1,10,0.759511501145757,4.89356064113839,2
117,28,1,6,9,6,9,43.594028762536,70.8751717969681,1
117,29,1,3,6,3,6,11.0002740485006,43.594028762536,1
117,30,1,9,7,7,9,90.3707077873196,70.8751717969681,2
117,31,2,5,8,5,8,2.61214098539182,16.1621192465339,1
117,32,2,9,3,3,9,50.2328997724975,19.0043934374881,2
117,33,2,4,1,4,1,1.67308660338568,44.4858066222941,1
117,34,2,5,2,2,5,16.1621192465339,2.61214098539182,2
117,35,2,2,4,4,2,1.67308660338568,16.1621192465339,2
117,36,2,1,8,1,8,44.4858066222941,16.1621192465339,1
117,37,2,11,1,11,1,100,44.4858066222941,1
117,38,2,2,9,2,9,16.1621192465339,19.0043934374881,1
117,39,2,1,11,1,11,44.4858066222941,100,1
117,40,2,7,3,3,7,50.2328997724975,1.88923160081495,2
117,41,1,3,4,3,4,11.0002740485006,14.0261042959477,1
117,42,1,10,9,10,9,4.89356064113839,70.8751717969681,1
117,43,1,12,8,12,8,17.884245506376,43.594028762536,1
117,44,1,9,10,9,10,70.8751717969681,4.89356064113839,1
117,45,1,12,3,12,3,17.884245506376,11.0002740485006,1
117,46,1,10,2,2,10,4.89356064113839,4.89356064113839,2
117,47,1,6,1,6,1,43.594028762536,0.759511501145757,1
117,48,1,4,2,4,2,14.0261042959477,4.89356064113839,1
117,49,1,7,3,7,3,90.3707077873196,11.0002740485006,1
117,50,1,1,8,8,1,43.594028762536,0.759511501145757,2
117,51,2,3,10,3,10,50.2328997724975,50.2328997724974,1
117,52,2,5,9,9,5,19.0043934374881,2.61214098539182,2
117,53,2,2,5,5,2,2.61214098539182,16.1621192465339,2
117,54,2,10,5,10,5,50.2328997724974,2.61214098539182,1
117,55,2,8,7,7,8,1.88923160081495,16.1621192465339,2
117,56,2,11,10,11,10,100,50.2328997724974,1
117,57,2,9,11,9,11,19.0043934374881,100,1
117,58,2,1,4,1,4,44.4858066222941,1.67308660338568,1
117,59,2,3,7,7,3,1.88923160081495,50.2328997724975,2
117,60,2,7,4,4,7,1.67308660338568,1.88923160081495,2
117,61,1,3,12,12,3,17.884245506376,11.0002740485006,2
117,62,1,2,4,4,2,14.0261042959477,4.89356064113839,2
117,63,1,8,6,8,6,43.594028762536,43.594028762536,1
117,64,1,2,1,2,1,4.89356064113839,0.759511501145757,1
117,65,1,4,10,4,10,14.0261042959477,4.89356064113839,1
117,66,1,6,2,6,2,43.594028762536,4.89356064113839,1
117,67,1,7,8,7,8,90.3707077873196,43.594028762536,1
117,68,1,10,9,9,10,70.8751717969681,4.89356064113839,2
117,69,1,7,4,4,7,14.0261042959477,90.3707077873196,2
117,70,1,3,6,3,6,11.0002740485006,43.594028762536,1
117,71,2,11,5,5,11,2.61214098539182,100,2
117,72,2,2,8,8,2,16.1621192465339,16.1621192465339,2
117,73,2,3,5,3,5,50.2328997724975,2.61214098539182,1
117,74,2,5,2,2,5,16.1621192465339,2.61214098539182,2
117,75,2,7,8,8,7,16.1621192465339,1.88923160081495,2
117,76,2,3,1,1,3,44.4858066222941,50.2328997724975,2
117,77,2,8,9,9,8,19.0043934374881,16.1621192465339,2
117,78,2,4,11,4,11,1.67308660338568,100,1
117,79,2,8,7,7,8,1.88923160081495,16.1621192465339,2
117,80,2,11,10,10,11,50.2328997724974,100,2
117,81,1,2,7,2,7,4.89356064113839,90.3707077873196,1
117,82,1,1,2,1,2,0.759511501145757,4.89356064113839,1
117,83,1,8,12,12,8,17.884245506376,43.594028762536,2
117,84,1,1,7,1,7,0.759511501145757,90.3707077873196,1
117,85,1,8,4,4,8,14.0261042959477,43.594028762536,2
117,86,1,2,10,10,2,4.89356064113839,4.89356064113839,2
117,87,1,7,1,7,1,90.3707077873196,0.759511501145757,1
117,88,1,8,7,8,7,43.594028762536,90.3707077873196,1
117,89,1,12,1,12,1,17.884245506376,0.759511501145757,1
117,90,1,6,12,6,12,43.594028762536,17.884245506376,1
117,91,2,8,3,8,3,16.1621192465339,50.2328997724975,1
117,92,2,11,7,7,11,1.88923160081495,100,2
117,93,2,1,9,9,1,19.0043934374881,44.4858066222941,2
117,94,2,8,2,8,2,16.1621192465339,16.1621192465339,1
117,95,2,9,4,9,4,19.0043934374881,1.67308660338568,1
117,96,2,10,9,10,9,50.2328997724974,19.0043934374881,1
117,97,2,1,11,1,11,44.4858066222941,100,1
117,98,2,4,3,3,4,50.2328997724975,1.67308660338568,2
117,99,2,5,2,5,2,2.61214098539182,16.1621192465339,1
117,100,2,4,1,4,1,1.67308660338568,44.4858066222941,1
118,1,2,5,10,10,5,50.2328997724974,2.61214098539182,2
118,2,2,8,2,8,2,16.1621192465339,16.1621192465339,1
